Directed by	Produced by	Written by	Based on	Starring	Distributed by	Release date	Country	Language	Article text
J. Gordon Edwards	William Fox	Clara Beranger	Anna Karenina  by  Leo Tolstoy	Betty Nansen  Edward José	Fox Film Corporation	April 1, 1915  ( 1915-04-01 )	United States	Silent English intertitles	Anna Karenina   is a 1915 American  silent   drama film  directed by  J  Gordon Edwards  and starring  Betty Nansen    It was the  first American adaptation  of the novel by  Leo Tolstoy   The film is considered to be  lost     1      2      3    Some scenes were shot  on location  at a  ski resort  near  Montreal       Anna Karenina  is a married aristocrat and socialite living in  Saint Petersburg   She is living a torrid romance with a wealthy and young count  he loves her and is willing to marry her once she leave her husband     However  Russian s society rejection makes her feel isolated  possessive and even paranoid due to her infidelity s suspicions which will lead eventually to her  suicide
