Directed by	Written by	Starring	Cinematography	Production company	Distributed by	Release date	Country	Language	Article text
Van Dyke Brooke	Charles L. Gaskill	Leah Baird  Walter McGrail	Maxwell Held	Vitagraph Company of America	V-L-S-E, Incorporated	May 29, 1916  ( 1916-05-29 )  (United States)	United States	Silent English intertitles	Lights of New York   is a 1916 American  silent   drama film  directed by  Van Dyke Brooke   Produced by the  Vitagraph Company of America  and directed by  Van Dyke Brooke   the film stars  Walter McGrail  and  Leah Baird     1    Its status is currently unknown     Hoping to improve his financial lot  petty thief Hawk Chovinski  McGrail  hires a dancing instructor to teach him how to bear himself like a gentleman  His lessons completed  Hawk then poses as a European nobleman  intending to trap a wealthy wife  Yolande Cowles  Baird  sees through Hawk s pose but falls in love with him anyway
