Directed by	Produced by	Starring	Release date	Country	Language	Article text
Hal Roach	Hal Roach	Harold Lloyd	January 5, 1916  ( 1916-01-05 )	United States	Silent film English intertitles	Lonesome Luke Leans to the Literary   is a 1916 American  short   comedy film  featuring  Harold Lloyd      Lonesome Luke   Harold Lloyd   tries to sell books to a businessman and his wife
