Directed by	Produced by	Written by	Starring	Cinematography	Edited by	Production company	Distributed by	Release date	Running time	Country	Language	Article text
Roscoe Arbuckle	Joseph M. Schenck	Roscoe Arbuckle    Joseph Anthony Roach	Roscoe Arbuckle    Buster Keaton     Al St. John    Josephine Stevens   Arthur Earle    Joe Bordeaux     Luke the Dog    Charles Dudley    Alice Lake    Agnes Neilson	Frank D. Williams	Herbert Warren	Famous Players-Lasky Corporation	Paramount Pictures	April 23, 1917  ( 1917-04-23 )  [1]	30 minutes	United States	Silent  (English  intertitles )	The Butcher Boy   is a  1917  American  two reel  silent  comedy film  written by  directed by  and starring  Roscoe  Fatty  Arbuckle  and featuring  Al St  John    Buster Keaton  and  Alice Lake   This was the first in Arbuckle s series of films with the Comique Film Corporation  and Keaton s film debut     Fatty  a butcher boy in a country store  is in love with Almondine  Alice Lake   the daughter of the store s  general manager  Mr  Grouch  Fatty s attempts to get close to her are sidetracked when the store s clerk Alum  Al St  John   a rival for Alice s affections  starts a fight with the rotund butcher  Their confrontation in the store soon involves a customer  Buster Keaton  as well as Grouch  The resulting mayhem includes small bags of flour being hurled and  exploding   pies being tossed  and brooms being wildly swung amid the thick clouds of flour lingering in the air     Determined to marry Almondine  Fatty disguises himself as a female cousin and follows her to an all girls boarding school  Unfortunately  Alum has the same idea and masquerades  too  as a female student  After another fight breaks out between Fatty and Alum  Fatty is taken by the school s principal Miss Teachem to a separate room to be punished  Meanwhile  Alum and his accomplices  Keaton and Joe Bordeaux  attempt to kidnap Almondine  Luckily  Fatty s dog  Luke  distracts the gang while Fatty and Almondine escape  Once outside  the couple see a sign on a tree identifying a nearby  parsonage   so they run off arm in arm to get married there     Note that the subtitles in a later release of  The Butcher Boy  cite new names for the characters  Alum is  Slim Snavely  and Almondine is  Amanda     2        A review of  The Butcher Boy  was published in the April 20  1917  issue of   Variety    a trade magazine for the entertainment industry   mw parser output  templatequote overflow hidden margin 1em 0 padding 0 40px  mw parser output  templatequote  templatequotecite line height 1 5em text align left padding left 1 6em margin top 0     The Comique Film Co  s series of Arbuckle two reelers starts off with Fatty shaking out a bag of laugh making tricks  The cast fits the star  and not the least important member is  Luke   the bull terrier  It is a wonder  Arbuckle s juggling with the accessories of the country store where he is an important factor  also his way of handling the feminine clothes worn in his visit to the girl s boarding school  is done in such a serious  earnest way the comic effect is all the more forceful  The butcher boy in a country store falls in love with the cashier  the daughter of the proprietor  and when she is sent away to a boarding school  he goes to the school as her cousin   The first of the Arbuckle series has set a good mark to aim at  While there is some  slapstick   the comedy is recommended    3
