Directed by	Written by	Based on	Starring	Cinematography	Distributed by	Release date	Running time	Country	Language	Article text
Robert G. Vignola  Paul West	Paul West	Great Expectations  by  Charles Dickens	Jack Pickford	William Marshall	Paramount Pictures	January 8, 1917  ( 1917-01-08 )	50 minutes	United States	Silent English  intertitles	Great Expectations   is a  lost    1    1917  silent   drama film  directed by  Robert G  Vignola  and Paul West  based on the novel   Great Expectations   by  Charles Dickens    Jack Pickford  stars as Pip and  Louise Huff  as Estella    2       A young boy  Pip  runs into an escaped convict at his local churchyard  Pip does favours for Magwitch  the convict   such as bringing him food etc  until Magwitch is eventually arrested and deported to Australia
