Directed by	Produced by	Written by	Starring	Cinematography	Edited by	Distributed by	Release date	Country	Language	Article text
Oscar Apfel  Cecil B. DeMille	Cecil B. DeMille	George Broadhurst  Stewart Edward White	Robert Edeson	Alvin Wyckoff	Mamie Wagner	Paramount Pictures	August 10, 1914  ( 1914-08-10 )	United States	Silent (English  intertitles )	The Call of the North   is a 1914 American  silent   adventure   drama film  directed by  Oscar Apfel  and  Cecil B  DeMille   It is based on a novel   The Conjuror s House  a Romance of the Free Forest  by Stewart Edward White and its 1908 play adaptation  The Call of the North  by George Broadhurst   Robert Edeson  starred in the play and reprises his role in this film    1      2    A copy of the film is in the  George Eastman House Motion Picture Collection     1    The film was  remade  by Paramount in  1921  with Jack Holt in the lead role     Graehme  Ned Stewart s father  was accused of adultery and killed being innocent  Ned decided to avenge his father  but got captured and sent to the long journey to death  la longue traverse   Virginia saves his life and the story s villain  confesses Ned s innocence
