Directed by	Produced by	Written by	Release date	Country	Language	Article text
Colin Campbell	Selig Polyscope Company	Colin Campbell Rida Johnson Young  (play)	December 21, 1911  ( 1911-12-21 )	United States	Silent film English  intertitles	Brown of Harvard   is a  1911  silent film based on the  play  of the same name by  Rida Johnson Young    It was the film debut of  Edgar Kennedy      The story deals with Tom Brown s efforts to save his fiance s  black sheep  brother Wilfred Kenyon from disgrace   An unfortunate state of affairs exists between Wilfred and Marion Thorne  the sister of Gerald  who is stroking the varsity crew   The situation is misunderstood by all but Tom   Matters reach a climax on the day the big boat race between Harvard and a champion English crew   Thorne as he is about to enter the boat is given an anonymous note to the effect that Marion is about to leave town with one of the college men   He throws the race and rashes to his sister  whom he finds in possession of Tom s check for an amount to cover her expenses   The check has been forged by Wilfred   Crazed with grief and anger  he rushes back to the boathouse   In the meantime  Tom Brown  Thorne s substitute has stroked the Harvard crew to victory and he is faced by the irate Thorne  who brands him as a scoundrel  producing the check to substantiate his charges   Brown remains silent preferring to be misunderstood rather than expose his loved one s brother   Wilfred confesses and wrongs are righted
