Directed by	Produced by	Written by	Starring	Cinematography	Edited by	Distributed by	Release date	Running time	Country	Language	Article text
Charlie Chaplin	Jess Robbins	Charlie Chaplin	Charlie Chaplin  Edna Purviance	Harry Ensign	Charlie Chaplin	Essanay Studios  General Film Company	April 11, 1915  ( 1915-04-11 )	26 minutes	United States	Silent  (English intertitles)	The Tramp   is Charlie Chaplin s sixth film for  Essanay Studios  and was released in 1915  Directed by Chaplin  it was the fifth and last film made at Essanay s  Niles  California  studio    1     The Tramp  marked the beginning of  The Tramp  character most known today  even though Chaplin played the character in earlier films  This film marked the first departure from his more  slapstick  character in the earlier films  with a sad ending and showing he cared for others  rather than just himself  The film co stars  Edna Purviance  as the farmer s daughter and  Ernest Van Pelt  as Edna s father  The outdoor scenes were filmed on location near Niles      The Tramp    Charlie Chaplin   finds the girl of his dreams and works on a family farm  He helps defend the farm against criminals  and all seems well  until he discovers the girl of his dreams already has a boyfriend  Unwilling to be a problem in their lives  he takes to the road  though he is seen skipping and swinging his cane as if happy to be back on the road where he knows he belongs     Like many American films of the time   The Tramp  was subject to cuts by  city and state film censorship boards   For example  the Chicago Board of Censors cut  in Reel 1  the scene of Chaplin sitting in a sewage drainage pipe after burning his posterior    2
