Directed by	Written by	Starring	Cinematography	Release date	Running time	Country	Language	Article text
D. W. Griffith	D. W. Griffith	Harry Solter	G. W. Bitzer  Arthur Marvin	August 7, 1908  ( 1908-08-07 )	12 minutes (one  reel )	United States	Silent	A Calamitous Elopement   is a 1908 American  silent   short   comedy film  directed by  D  W  Griffith   A print of the film exists in the film archive of the  Library of Congress     1       A young couple decides to elope after being caught in the midst of a romantic moment by the woman s angry father  They make plans to leave  but a thief discovers their plans and hides in their trunk and waits for the right moment to steal their belongings
