Directed by	Story by	Based on	Starring	Distributed by	Release date	Running time	Country	Language	Article text
J. Searle Dawley	Charles Dickens	A Christmas Carol  by  Charles Dickens	Marc McDermott     Charles S. Ogle	Edison Manufacturing Company	December 23, 1910  ( 1910-12-23 )	13 minutes	United States	Silent film English intertitles	A Christmas Carol    is a 1910 silent short film directed by  J  Searle Dawley  for  Edison   It runs 13 minutes and is one of the earliest film adaptations of  Charles Dickens   famous  1843 novella   It featured  Marc McDermott  as  Ebenezer Scrooge  and  Charles S  Ogle  as  Bob Cratchit      The day before Christmas  Ebenezer Scrooge refuses to contribute to the Charity Relief Committee  and then rudely rejects his nephew Fred when he visits Scrooge in his office  When Scrooge returns home  he sees the ghost of his former business partner Jacob Marley  who warns him of the punishment he will suffer in the next life if he does not change his ways  That night  Scrooge is visited by three more spirits  who show him his past  present  and future  him
