Directed by	Produced by	Written by	Starring	Cinematography	Edited by	Distributed by	Release date	Running time	Country	Language	Article text
Cecil B. DeMille	Cecil B. DeMille Jesse Lasky  David Belasco	William C. de Mille	Blanche Sweet	Alvin Wyckoff	Cecil B. DeMille	Paramount Pictures	February 15, 1915  ( 1915-02-15 )	50 minutes	United States	Silent  (English  intertitles )	The Warrens of Virginia   is a 1915 American  drama film  directed by  Cecil B  DeMille   Prints of the film survive at the  George Eastman House Motion Picture Collection     1      2       As the  American Civil War  begins  Ned Burton leaves his Southern love  Agatha Warren  and joins the  Union  army  He is later protected and saved from death by Agatha in spite of her loyalty to the South
