Directed by	Written by	Starring	Cinematography	Release date	Running time	Country	Language	Article text
D. W. Griffith	D. W. Griffith	Charles Inslee	Arthur Marvin	October 27, 1908  ( 1908-10-27 )	16 minutes (two  reels )	United States	Silent	The Call of the Wild   is a 1908 American  short   adventure film  directed by  D W  Griffith   It starred  Charles Inslee    Harry Solter  and  Florence Lawrence   The film was made by the  American Mutoscope and Biograph Company  when it and many other early  film studios  in  America s first motion picture industry  were based in  Fort Lee  New Jersey  at the beginning of the 20th century    1    This film is preserved in the paper print collection of the Library of Congress    2       Despite its similarity in title it is unrelated to the  Jack London story      A white girl   Florence Lawrence   rejects a proposal from an Indian brave   Charles Inslee   in this early one reel Western melodrama  Despite the rejection  the Indian still comes to the girl s defense when she is abducted by his warring tribe  In her first year in films  Florence Lawrence was already the most popular among the  Biograph Company  s anonymous stock company players  By 1909  she was known the world over as  The Biograph Girl
