Directed by	Written by	Starring	Cinematography	Production company	Distributed by	Release date	Country	Language	Article text
Wallace McCutcheon	Frank Marion	John Troiano	A.E. Weed	American Mutoscope &amp; Biograph Company	American Mutoscope &amp; Biograph Company	November 1904	United States	Silent	The Suburbanite   is a 1904 American short comedy  silent film  directed by  Wallace McCutcheion  and starring John Troiano  The film was produced and distributed by the  American Mutoscope  amp  Biograph Company   Prints exist in the  Library of Congress  film archive and in the  Museum of Modern Art  film archive    1       The film is about a family who move to the suburbs  hoping for a quiet life  Things start to go wrong  and the wife gets violent and starts throwing crockery  leading to her arrest     Pamela Robertson Wojcik considers the film to be a landmark film for actors  noting that the  comic characters had assumed a more central position in the mise en scene   and as a result  the actor s skills were  increasingly called upon to create a rudimentary character     2
