Written by	Starring	Music by	Distributed by	Release date	Country	Language	Article text
Lucia Chamberlain (Novel) Clifford Howard (Writer)	Harold Lockwood  May Allison	Joseph Bishara	Mutual Film	January 6, 1916	United States	Silent film English  intertitles	The Other Side of the Door   is a 1916 American  silent   romantic drama  directed by  Tom Ricketts   Based on the novel of the same name by Lucia Chamberlain  the film stars  Harold Lockwood  and  May Allison      Sets in the 19th century  the plot centered on a man  Harold Lockwood  who is falsely accused of murder   The Other Side of the Door  was shot in  Monterrey   Mexico    1
