Directed by	Produced by	Written by	Starring	Cinematography	Edited by	Release date	Country	Language	Article text
Cecil B. DeMille	Cecil B. DeMille	Cecil B. DeMille Jeanie MacPherson  Edward W. Townsend	Victor Moore	Alvin Wyckoff	Cecil B. DeMille	November 21, 1915  ( 1915-11-21 )	United States	Silent	Chimmie Fadden Out West   is a 1915 American  comedy   Western film  directed by  Cecil B  DeMille     1    It was made as a sequel to   Chimmie Fadden    Once lost  a print is now held in the  George Eastman House Motion Picture Collection     2      1       Chimmie is sent out west as part of a scam by a railroad company  He is to pretend to find gold  then retreat as the company takes advantage  Things do not go as planned
