Directed by	Written by	Starring	Cinematography	Edited by	Production company	Distributed by	Release date	Running time	Country	Language	Article text
Roscoe Arbuckle	Jean Havez  Joseph Anthony Roach	Roscoe Arbuckle Buster Keaton	George Peters	Herbert Warren	Comique Film Company	Paramount Pictures	September 30, 1917  ( 1917-09-30 )  [1]	23 minutes	United States	Silent  (English  intertitles )	Oh Doctor    is a 1917 American  two reel   silent   comedy film  directed by and starring  Roscoe  Fatty  Arbuckle  and featuring  Buster Keaton     2       As described in Exhibitors Herald  a film magazine    3    Dr  Fatty Holepoke  Arbuckle  bets all of his money on a horse and loses it  He becomes entangled in the meshes of a  vampire   Mann   but when he hears the voice of  his master   his wife   he finds himself in a serious predicament  With the assistance of a uniform stolen from a policeman  he manages to get away  He tries his luck again with the horses and wins lots of money  However  when he walks down the street his wife relieves him of all of it and leads him home  even though she is half his size     Like many American films of the time   Oh Doctor   was subject to cuts by  city and state film censorship boards       The Chicago Board of Censors required a cut of the scene where a man is pulling a women s skirt up to her knees    4
