Directed by	Distributed by	Release date	Country	Language	Article text
Edwin S. Porter	Edison Manufacturing Company	1901  ( 1901 )	United States	Silent	Love by the Light of the Moon   is a 1901 film by  Edwin S  Porter   produced by the  Edison Manufacturing Company     1    It mixes animation and live action and predates the  man in the moon  theme of the 1902 French science fiction film   A Trip to the Moon   by  Georges Méliès      The moon  painted with a smiling face hangs over a park at night  A young couple walking past a fence learn on a railing and look up  The moon smiles  They embrace  and the moon s smile gets bigger  They then sit down on a bench by a tree  The moon s view is blocked  causing him to frown  In the last scene  the man fans the woman with his hat because the moon has left the sky and is perched over her shoulder to see everything better
