Produced by	Starring	Distributed by	Release date	Country	Language	Article text
Thanhouser Company	William Garwood  Florence La Badie	Film Supply Company	November 3, 1912  ( 1912-11-03 )	United States	Silent film English  intertitles	Petticoat Camp   is a  1912   American   silent   short   comedy film  starring  William Garwood  and  Florence La Badie      Only lasting 15 minutes  it is a light hearted comedy about the battle between the sexes as several  married  couples go on a  camp  out together  The  women  soon realize that the  men  expect them to do perform all of the work while they relax  leading to several comedic situations
