Directed by	Produced by	Written by	Starring	Distributed by	Release date	Running time	Country	Language	Article text
George F. Marion	Henry W. Savage	Alexandre Bisson  (play)	Dorothy Donnelly	Pathé Exchange	January 14, 1916  ( 1916-01-14 )	6 reels	United States	Silent	Madame X   is a  lost    1    1916 American  silent   drama film  directed by  George F  Marion  based on the 1908 play by French playwright  Alexandre Bisson   1848–1912     2     Dorothy Donnelly   star of the 1910 Broadway production of the play—also directed by Marion—reprised her starring role for the film     A woman is thrown out of her home by her jealous husband and sinks into depravity  Twenty years later  she finds herself accused of murder for saving her son  who does not know who she is  He finds himself defending her without knowing her background
