Directed by	Produced by	Written by	Starring	Cinematography	Edited by	Production company	Distributed by	Release date	Country	Language	Article text
Cecil B. DeMille	Cecil B. DeMille Jesse L. Lasky	David Belasco  (play) Richard Walton Tully  (play) Cecil B. DeMille	Bessie Barriscale	Alvin Wyckoff	Cecil B. DeMille	Jesse Lasky Feature Plays	Paramount Pictures	November 15, 1914  ( 1914-11-15 )	United States	Silent	Rose of the Rancho   is a 1914 American  Western film  directed by  Cecil B  DeMille   It is based upon the play of the same name by  David Belasco  and  Richard Walton Tully   The film cost  16 988 to make  and grossed  87 028    1      2       Esra Kincaid  La Reno  takes land by force and  having taken the Espinoza land  his sights are set on the Castro rancho  US government agent Kearney  Johnston  holds him off till the cavalry shows up and he can declare his love for Juanita  The Rose of the Rancho   Barriscale      A 35mm print of this film exists in the  George Eastman House  film archive    3       The film was  remade in 1936  by Paramount and starred  John Boles  and  Gladys Swarthout
