Directed by	Produced by	Written by	Starring	Cinematography	Distributed by	Release date	Running time	Country	Language	Article text
Tod Browning	B. A. Rolfe	Finis Fox June Mathis	William Sherwood Mabel Taliaferro	Charles W. Hoffman	Metro Pictures Corporation	August 6, 1917  ( 1917-08-06 )	5  reels  (approximately 50 minutes)	United States	Silent (English  intertitles )	The Jury of Fate   is a  lost    1    1917 American silent  drama film  directed by  Tod Browning     2      3     Mabel Taliaferro  plays a brother and sister dual role in the film  which is set in Canada     As described in a film magazine    4    Henri Labordie  Tavernier  is the father of twins  Jeanne  Taliaferro  is sweet and winsome while her brother Jaques  Taliaferro   pampered by her father  is ill tempered  When Jaques dies through his own caddishness  Jeanne  to spare her father from the shock  clips off her hair and dons boys clothing so that her father will think that it was her and not Jaques who drowned in a stream  When Labordie dies  Jeanne s deception ends when she goes to Montreal to fulfill an ancient pact  and there she finds happiness     Like many American films of the time   The Jury of Fate  was subject to cuts by  city and state film censorship boards   The Chicago Board of Censors cut the scene showing a woman in travail prior to the birth of a baby  a closeup of a half breed choking a man over a railing  and shortened a scene with a man on the floor showing blood    5
