Directed by	Written by	Starring	Cinematography	Edited by	Distributed by	Release date	Running time	Country	Language	Article text
D. W. Griffith	H. E. Aitken D. W. Griffith	Earle Foxe  Henry Walthall  Dorothy Gish  Lillian Gish	G. W. Bitzer	James Smith Rose Smith	Mutual Film	May 17, 1914  ( 1914-05-17 )	55 minutes	United States	Silent English intertitles	Home  Sweet Home    1914  is an American  silent  biographical drama directed by  D W  Griffith     1    It stars  Earle Foxe    Henry Walthall  and  Dorothy Gish       John Howard Payne  leaves home and begins a career in the theater   Despite encouragement from his mother and girlfriend  Payne begins to lead a dissolute life that leads to ruin and depression   In deep despair  he thinks of better days  and writes a song    Home  Sweet Home    that later provides inspiration to several others in their own times of need
