Directed by	Written by	Starring	Music by	Cinematography	Distributed by	Release date	Running time	Country	Language	Article text
D. W. Griffith	Edward Acker	Lillian Gish  Dorothy Gish  Harry Carey  Elmer Booth  Robert Harron	Robert Israel  (new score)	G. W. Bitzer	General Film Company	September 9, 1912  ( 1912-09-09 )	17 minutes	United States	Silent	An Unseen Enemy   is a 1912  Biograph Company  short silent film directed by  D  W  Griffith   and was the first film to be made starring the actresses  Lillian Gish  and  Dorothy Gish     1    A critic of the time stated that  the Gish sisters gave charming performances in this one reel film     2    The film was shot in  Fort Lee  New Jersey  where early  film studios  in  America s first motion picture industry  were based at the beginning of the 20th century    3      4      5       A physician s death orphans his two adolescent daughters  Their older brother is able to convert some of the doctor s small estate to cash  It is late in the day  and with the banks closed he stores the money in his father s household safe  The slatternly housekeeper  aware of the money  enlists a criminal acquaintance to help crack the safe  They lock the daughters in an adjacent room  and the drunken housekeeper menaces them by brandishing a gun through a hole in the wall  The resourceful girls use the telephone to call their brother who has returned to town  He gets the message and organizes a rescue party    6
