Directed by	Based on	Distributed by	Release date	Running time	Country	Language	Article text
J. Searle Dawley  [1]	The Four Feathers  1902 novel by  A. E. W. Mason	Metro Pictures  [1]	May 24, 1915  ( 1915-05-24 )  [2]	5  reels	United States	English	Four Feathers    1915  is a  silent film  adaptation of A  E  W  Mason s 1902 novel   The Four Feathers      2       Considered a coward by his fiancée and comrades in arms  a British army officer has to redeem himself
