Directed by	Produced by	Written by	Starring	Cinematography	Distributed by	Release date	Running time	Country	Language	Article text
Mabel Normand	Mack Sennett	Mabel Normand	Mabel Normand  Charles Chaplin  Harry McCoy  Chester Conklin  Edgar Kennedy  Minta Durfee  Phyllis Allen	Frank D. Williams	Keystone Studios	April 27, 1914  ( 1914-04-27 )	30 minutes	United States	Silent film English  (Original titles)	Caught in a Cabaret   is a   1914  short comedy film written and directed by  Mabel Normand  and starring Normand and  Charles Chaplin     1       Chaplin plays a waiter who fakes being the Prime Minister of Greenland to impress a girl  He then is invited to a garden party where he gets in trouble with the girl s jealous boyfriend   Mabel Normand wrote and directed comedies before Chaplin and mentored her young co star     Moving Picture World s review said   This is another two reel comedy manufactured in Mack Sennett s comical factory out in Californy State  sic    It caused so much laughter you couldn t hear what the actors was talkin    Charles Chaplin was the leading fun maker      A reviewer for the New York Dramatic Mirror wrote   Superlatives are dangerous epithets  especially when dealing with pictures   For that reason it is unwise to call this the funniest picture that has ever been produced  but it comes mighty close to it
