Directed by	Written by	Starring	Cinematography	Distributed by	Release date	Running time	Country	Language	Article text
John Ford	George Hively	Harry Carey	Ben F. Reynolds George Scott	Universal Pictures	August 27, 1917  ( 1917-08-27 )	57 minutes (71 minutes in 1998 George Eastman House restoration)	United States	Silent  (English  intertitles )	Straight Shooting   is a 1917 American  silent   Western  film directed by  John Ford  and featuring  Harry Carey   Prints of this film survive in the International Museum of Photography and Film at  George Eastman House     1    Like many American films of the time   Straight Shooting  was subject to cuts by  city and state film censorship boards   The Chicago Board of Censors refused to issue a permit for this film as submitted as it consists of detailed portrayal of murder and outlawry    2       At the end of the 19th century in the Far West  a farmer is fighting for his right to plough the plains  In order to expel the farmers  the ranchers try to control access to water    3
