Directed by	Starring	Distributed by	Release date	Country	Language	Article text
B. Reeves Eason	Vivian Rich	Mutual Film	November 26, 1915  ( 1915-11-26 )	United States	Silent English intertitles	The Bluffers   is a 1915 American  short film  directed by   B  Reeves Eason      The stories revolved around the inhabitants of the fictitious land of  Bluffoonia  and their ongoing struggle against the evil tyrant  Clandestino  and his plans to destroy the forest in which they live
