Directed by	Written by	Starring	Cinematography	Distributed by	Release date	Running time	Country	Language	Article text
D. W. Griffith	D. W. Griffith	Marion Leonard	G. W. Bitzer Arthur Marvin	Biograph Company	February 25, 1909  ( 1909-02-25 )	11 minutes	United States	Silent	At the Altar   is a 1909 American  silent   drama film  directed by  D  W  Griffith   The film was shot in  Fort Lee  New Jersey  where early  film studios  in  America s first motion picture industry  were based at the beginning of the 20th century    1      2      3      4    A print of this film is in the film archive of the  Library of Congress     5       A rejected admirer sets up a trap to kill his sweetheart and her fiance before they married and then commit suicide  but before he passes away  he leaves a confession  The confession is found on time and a police man runs to the church to save the couple
