Directed by	Produced by	Written by	Cinematography	Distributed by	Release date	Running time	Country	Language	Article text
John O'Brien	Adolph Zukor	Edith Barnard Delano	Emmett A. Williams	Paramount Pictures	July 30, 1916  ( 1916-07-30 )	5  reels		Silent film English intertitles	Hulda from Holland   is a 1916 silent film produced by  Famous Players Film Company  and released by  Paramount Pictures   It stars  Mary Pickford   then the biggest movie star in America  The story is an original for the screen called  Miss Jinny     1      2       Upon the death of her parents  little Hulda find herself sole guardian of her three small brothers  Fortunately  she receives a letter from her wealthy Uncle Peter in Pennsylvania inviting the three orphans to come to America and live with him  Shortly afterwards  Uncle Peter drives to the Port of New York to pick them up  but is injured by an automobile accident and taken to a hospital where he lies unidentified  Uncle Peter s disappearance not only causes distress to the three newly arrived Dutch immigrants  but also to a railroad president  Mr  Walton  who is trying to buy the right of way through Uncle Peter s farmland and has only three deals left in which to close the deal  The search for the old man by both Hulda and Mr  Walton s son result in a blossoming romance between the two      unbilled
