Directed by	Produced by	Written by	Starring	Cinematography	Distributed by	Release date	Running time	Country	Language	Article text
Henry Lehrman	Mack Sennett	Reed Heustis	Charlie Chaplin	Frank D. Williams	Mutual Film Corporation	February 28, 1914  ( 1914-02-28 )	15 minutes	United States	English	Between Showers   is a 1914  short film  made by  Keystone Studios  and directed by  Henry Lehrman   It starred  Charlie Chaplin    Ford Sterling    Emma Clifton   and  Chester Conklin      Chaplin and Sterling play two young men  Masher and Rival Masher  who fight over the chance to help a young woman  Clifton  cross a muddy street  Sterling first sees the woman trying to cross and offers her an umbrella he stole from a policeman   He asks her to wait for him as he goes to get something to help her  Chaplin comes along and offers the woman to help her cross the street as well and wait for his return  While Sterling and Chaplin go to get logs  a policeman  Conklin  lifts the woman across the street  When Sterling returns with the log  he is indignant that the woman did not wait for him to come back to help her cross the muddy street and demands the umbrella back  When the woman refuses  they engage in a fight which eventually involves Chaplin     A British movie magazine  The Cinema  provided this review of Between Showers     It s  a screamingly funny comedy  featuring Charles Chaplin and a charming girl   All the trouble is caused by an umbrella  and two men s rivalry for the favour of the lady   Their efforts to outdo each other in gallantry create many humorous situations
