Directed by	Produced by	Written by	Based on	Starring	Cinematography	Distributed by	Release date	Running time	Country	Language	Article text
J. Gordon Edwards	J. Gordon Edwards	George Edwardes-Hall Ouida Arthur Shirley  (play)	Under Two Flags  by  Ouida	Theda Bara  Herbert Heyes	Phil Rosen	Fox Film Corporation	July 30, 1916  ( 1916-07-30 )	60 minutes	United States	Silent (English  intertitles )	Under Two Flags   is a 1916 American  silent   drama film  directed by  J  Gordon Edwards  and starring  Theda Bara   It was the second adaptation of the best selling 1867 novel   Under Two Flags   by  Ouida  and the subsequent stage play version by  Arthur Shirley   The film is now considered to be  lost     1       The film was re released by  Fox Film Corporation  in January 1919    1    The novel play was adapted to the screen for a third time in 1922 as   Under Two Flags   by  The Universal Film Manufacturing Company  and a fourth time in 1936 again as   Under Two Flags   by  20th Century Fox     2       As described in a film magazine    3    British nobleman Bertie Cecil  Heyes  takes upon himself the blame for his brother s forgeries and  when supposed dead  enlists in the  French Foreign Legion   serving in  Algiers   There he wins the friendship of Emir  a native whose wife he had saved from the lust of his commanding officer  Old friends visit Algiers and recognize Bertie  and urge him to return and claim his own  His refusal leads to a scene where he strikes his commanding officer  and for this he is condemned to death  Cigarette  the  daughter of the regiment   rides to obtain a pardon for Bertie and makes a terrific trip through a sand storm  She arrives too late with the reprieve  but just in time to receive in her own body the bullets intended for Bertie
