Directed by	Produced by	Written by	Starring	Cinematography	Production company	Distributed by	Release date	Running time	Country	Language	Article text
Charles Chaplin	Mack Sennett	Charles Chaplin	Charles Chaplin Mabel Normand  Mack Swain  Phyllis Allen	Frank D. Williams	Keystone Studios	Mutual Film	November 9, 1914  ( 1914-11-09 )	32 minutes	United States	Silent film English  (Original titles)	His Trysting Place   is a 1914 American short silent comedy film written and directed by  Charles Chaplin  and starring Chaplin and  Mabel Normand      Charlie and his friend Ambrose meet in a restaurant and accidentally leave with each other s coats  Charlie was going to pick up a baby bottle and Ambrose was going to mail a love letter that was in his coat pocket  Charlie s wife finds the letter and thinks he has a secret lover and Ambrose s wife believes he has an illegitimate child  Controversy arises in the park between Charlie and his wife and Ambrose and his wife  It is resolved at the end  but Charlie sparks another fight between the other couple by showing his friend s wife the love letter that was in his pocket     Louis Reeves Harrison of the Montgomery Journal wrote this positive review about His Trysting Place    The comic spirit is entirely too deep and subtle for me to define   It defies analysis   The human aspect is certainly dominant   It is funniest when it is rich in defects of character   The incongruity of Chaplin s portrayals  his extreme seriousness  his sober attention to trivialities  his constant errands and as constant resentment of what happens to him  all this has to be seen to be enjoyed   He merely sits down in the kitchen to read the war news  while Mabel tries to tend baby on the kitchen table and make bread at the same time   He leans back and puts one foot on the stove  upsetting the boiling kettle  when a flame leaps up and burns his leg  then trouble begins      Motion Picture Review provided this review    Chaplin does some particularly amusing stunts in this  film  and the fun runs high through the entire two reels
