Directed by	Screenplay by	Based on	Starring	Cinematography	Distributed by	Release date	Running time	Country	Language	Article text
Cecil B. DeMille  Oscar Apfel	William C. DeMille	After Five by Cecil B. DeMille and William C. DeMille	Edward Abeles	Alfredo Gondolf	Paramount Pictures	January 28, 1915  ( 1915-01-28 )	50 minutes	United States	Silent English intertitles	After Five   is a 1915 American  silent   thriller   comedy film  directed by  Cecil B  DeMille  and  Oscar Apfel   Based on the play of the same name by DeMille and his brother  William   the film stars  Edward Abeles     1       Ted Ewing  Edward Abeles  invests both his own and the money of his fiancée  Nora Heldreth   Betty Schade    when a broker friend offers big investment returns  After the broker friend disappears  though  Ewing believes that he has squandered their money  and sets out on a course of action to recover it   He takes out a life insurance policy and then tries to get himself  accidentally  killed   His numerous attempts are to no avail   Next he hires some strong arms to kill him since they have apparently been following him anyway   He gives the money for his murder for hire to his valet  Oki   Sessue Hayakawa    But then the broker returns and Ewing discovers that his investment has doubled   With the strong arms after him  Ewing must straighten out the situation before it s too late
