Starring	Release date	Country	Language	Article text
Jean Acker	August 4, 1913  ( 1913-08-04 )	United States	Silent	Bob s Baby   is a 1913 American  comedy film      Bob  a typically devoted husband  is told by his wife that the stork has paid a visit to their household  the first time  it turns out to be a puppy  the second time  expecting another canine  he is surprised to find the more traditional offspring
