Directed by	Written by	Starring	Cinematography	Distributed by	Release date	Running time	Country	Language	Article text
D. W. Griffith	Emmett C. Hall	Henry B. Walthall	G. W. Bitzer	Biograph Company	August 8, 1910  ( 1910-08-08 )	16 minutes	United States	Silent	The House with Closed Shutters   is a 1910 American  drama film  directed by   D W  Griffith   Prints of the film exist in the film archives of the  Museum of Modern Art    George Eastman House  and the  Library of Congress     1       During the  American Civil War  a young soldier loses his nerve in battle and runs away to his home to hide  his sister puts on his uniform  takes her brother s place in the battle  and is killed  Their mother  not wanting the shameful truth to become known  closes all the shutters  hence the film s title  and keeps her son s presence a secret for many years  until two boyhood chums stumble upon the truth
