Directed by	Starring	Release date	Running time	Country	Language	Article text
Edwin S. Porter	Bertha Regustus Edward Boulden	1907  ( 1907 )	9 minutes	United States	Silent film   English intertitles	Laughing Gas   is the title of several American movie shorts  1907  1914 starring  Charlie Chaplin   1915  1920  whose plot revolves around real or would be  dentists      The plot is that of a black woman going to the dentist for a toothache and being given  laughing gas   On her way walking home  and in other situations  she can t stop laughing  and everyone she meets  catches  the laughter from her  including a vendor and police officers
