Directed by	Produced by	Written by	Starring	Release date	Country	Language	Article text
Hal Roach	Hal Roach	Dolly Twist	Harold Lloyd	November 1, 1915  ( 1915-11-01 )	United States	Silent English intertitles	Giving Them Fits   is a 1915  short   comedy film  featuring  Harold Lloyd   It was the first film to team up Lloyd with  Snub Pollard  and  Bebe Daniels      Luke   Harold Lloyd   works in a shoe store  but has difficulty focusing on work when a pretty girl is near
