Directed by	Produced by	Written by	Starring	Cinematography	Distributed by	Release date	Running time	Country	Language	Article text
D. W. Griffith	Biograph Company	Stanner E.V. Taylor  (writer)	Mary Pickford	G.W. Bitzer	Biograph Company	August 1, 1910  ( 1910-08-01 )	16 minutes (16 frame/s)	United States	Silent..English titles	An Arcadian Maid   is a 1910 American  silent film  directed by  D W  Griffith   It was produced and distributed by the  Biograph Company     1      2        Mary Pickford  plays Priscilla an unemployed maid who finds work at a farm   There she meets a no good peddler who starts flirting with her and makes her fall in love with him   He runs up a gambling bill and asks her to help him pay his debts or he won t be able to marry her    3
