Directed by	Produced by	Starring	Cinematography	Release date	Running time	Country	Language	Article text
George S. Fleming  Edwin S. Porter	Edison Studios	See below	Edwin S. Porter	1902	10 minutes	United States	English	Jack and the Beanstalk   is a 1902 American short film directed by  George S  Fleming  and  Edwin S  Porter      In this earliest known adaptation of the  classic fairy tale   Jack first trades his cow for the bean  His mother then makes him drop them in the front yard  and go to his room  As he sleeps  Jack is visited by a fairy who shows him glimpses of what will await him when he ascends the bean stalk  In this version  Jack is the son of a deposed king     When Jack wakes up  he finds the beanstalk has grown and he climbs to the top where he enters the giant s home  The giant finds Jack  who narrowly escapes  The giant chases Jack down the bean stalk  but Jack is able to cut it down before the giant can get to safety  He falls and is killed  Jack celebrates  The fairy then reveals that Jack may return home as a prince
