Directed by	Produced by	Written by	Starring	Production company	Distributed by	Release date	Running time	Country	Language	Article text
Reginald Barker  Thomas H. Ince	Thomas H. Ince	C. Gardner Sullivan  (scenario)	Frank Keenan  Mary Boland	New York Motion Picture Kay-Bee Pictures	Triangle Film Corporation	April 16, 1916  ( 1916-04-16 )	50 minutes	United States	Silent  (English  intertitles )	The Stepping Stone   is a  1916  American  silent   drama film   directed by  Reginald Barker  and  Thomas H  Ince   It is a  lost  film    1      2      3       Mary Beresford  Boland  is the wife of unambitious law clerk Al Beresford  Beresford   Thanks to Mary s tenacity and carefully calculated social climbing  Al is promoted to the position of personal secretary of prominent financier Elihu Knowland  Keenan   Unfortunately  success goes to Al s head like a narcotic  and soon he has alienated everyone in New York  including Mary  who runs off for parts unknown
